,Geneid,RI-BR1-21,RI-BR2-21,SI-BR1-21,SI-BR2-21
4470,gene:Minc3s00974g19474,0.0,0.0,1.0,0.0
4471,gene:Minc3s00974g19475,0.0,0.0,0.0,0.0
4472,gene:Minc3s00974g19476,0.0,0.0,0.0,5.0
4473,gene:Minc3s00974g19477,0.0,0.0,0.0,1.0
4474,gene:Minc3s03652g34433,0.0,0.0,0.0,1.0
4475,gene:Minc3s03652g34434,0.0,0.0,0.0,3.0
4476,gene:Minc3s04173g35665,0.0,0.0,2.0,26.0
4477,gene:Minc3s02903g32019,0.0,0.0,0.0,24.0
4478,gene:Minc3s01608g25069,0.0,0.0,0.0,0.0
4479,gene:Minc3s01608g25070,0.0,0.0,0.0,0.0
4480,gene:Minc3s01608g25071,0.0,0.0,0.0,0.0
4481,gene:Minc3s01608g25072,0.0,2.0,0.0,0.0
4482,gene:Minc3s00115g05024,0.0,0.0,0.0,0.0
4483,gene:Minc3s00115g05025,0.0,0.0,0.0,0.0
4484,gene:Minc3s00115g05026,0.0,0.0,0.0,0.0
4485,gene:Minc3s00115g05027,0.0,0.0,0.0,0.0
4486,gene:Minc3s00115g05028,0.0,0.0,0.0,0.0
4487,gene:Minc3s00115g05029,0.0,0.0,0.0,0.0
4488,gene:Minc3s00115g05030,0.0,0.0,0.0,0.0
4489,gene:Minc3s00115g05031,0.0,0.0,0.0,0.0
4490,gene:Minc3s00115g05032,0.0,0.0,0.0,0.0
4491,gene:Minc3s00115g05033,0.0,0.0,0.0,0.0
4492,gene:Minc3s00115g05034,0.0,0.0,0.0,0.0
4493,gene:Minc3s00115g05035,0.0,0.0,0.0,0.0
4494,gene:Minc3s00115g05036,0.0,0.0,0.0,0.0
4495,gene:Minc3s00115g05037,0.0,0.0,0.0,0.0
4496,gene:Minc3s00115g05038,0.0,0.0,0.0,0.0
4497,gene:Minc3s00115g05039,0.0,0.0,0.0,0.0
4498,gene:Minc3s00115g05040,0.0,0.0,0.0,0.0
4499,gene:Minc3s00115g05041,0.0,0.0,0.0,0.0
4500,gene:Minc3s00115g05042,0.0,0.0,0.0,6.0
4501,gene:Minc3s00115g05043,0.0,0.0,0.0,5.0
4502,gene:Minc3s00115g05044,1.0,3.0,5.0,26.0
4503,gene:Minc3s00115g05045,0.0,0.0,0.0,2.0
4504,gene:Minc3s08866g42691,0.0,0.0,0.0,0.0
4505,gene:Minc3s08866g42692,0.0,0.0,0.0,0.0
4506,gene:Minc3s02067g28078,0.0,0.0,0.0,0.0
4507,gene:Minc3s02067g28079,0.0,0.0,0.0,0.0
4508,gene:Minc3s02067g28080,0.0,4.0,0.0,0.0
4509,gene:Minc3s02067g28081,0.0,0.0,0.0,0.0
4510,gene:Minc3s03088g32722,0.0,0.0,0.0,0.0
4511,gene:Minc3s03088g32723,0.0,0.0,0.0,2.0
4512,gene:Minc3s03088g32724,0.0,0.0,0.0,0.0
4513,gene:Minc3s03088g32725,0.0,0.0,0.0,0.0
4514,gene:Minc3s03088g32726,0.0,0.0,0.0,0.0
4515,gene:Minc3s03088g32727,0.0,0.0,0.0,0.0
4516,gene:Minc3s04234g35805,0.0,1.0,0.0,4.0
4517,gene:Minc3s04234g35806,0.0,0.0,0.0,2.0
4518,gene:Minc3s04234g35807,0.0,0.0,0.0,8.0
4519,gene:Minc3s04234g35808,0.0,0.0,0.0,0.0
4520,gene:Minc3s04234g35809,0.0,0.0,0.0,0.0
4521,gene:Minc3s02554g30613,0.0,0.0,0.0,0.0
4522,gene:Minc3s02554g30614,0.0,1.0,0.0,1.0
4523,gene:Minc3s02554g30615,0.0,0.0,0.0,0.0
4524,gene:Minc3s02554g30616,0.0,0.0,1.0,0.0
4525,gene:Minc3s02554g30617,0.0,0.0,0.0,0.0
4526,gene:Minc3s02554g30618,0.0,0.0,0.0,0.0
4527,gene:Minc3s11099g44620,0.0,0.0,0.0,0.0
4528,gene:Minc3s03936g35176,0.0,0.0,0.0,2.0
4529,gene:Minc3s03936g35177,0.0,0.0,0.0,0.0
4530,gene:Minc3s03936g35178,0.0,0.0,0.0,0.0
4531,gene:Minc3s00677g15958,0.0,1.0,0.0,0.0
4532,gene:Minc3s00677g15959,0.0,0.0,0.0,1.0
4533,gene:Minc3s00677g15960,0.0,0.0,0.0,0.0
4534,gene:Minc3s06558g39994,0.0,0.0,0.0,0.0
4535,gene:Minc3s06558g39995,0.0,0.0,0.0,0.0
4536,gene:Minc3s06558g39996,0.0,0.0,0.0,0.0
4537,gene:Minc3s01098g20688,0.0,2.0,1.0,8.0
4538,gene:Minc3s01098g20689,0.0,0.0,0.0,6.0
4539,gene:Minc3s01098g20690,0.0,0.0,1.0,12.0
4540,gene:Minc3s01098g20691,0.0,1.0,2.0,33.0
4541,gene:Minc3s01098g20692,0.0,0.0,0.0,0.0
4542,gene:Minc3s01098g20693,0.0,1.0,0.0,1.0
4543,gene:Minc3s01098g20694,0.0,0.0,0.0,2.0
4544,gene:Minc3s01098g20695,0.0,1.0,0.0,0.0
4545,gene:Minc3s01098g20696,0.0,1.0,0.0,2.0
4546,gene:Minc3s01098g20697,0.0,2.0,0.0,8.0
4547,gene:Minc3s01098g20698,0.0,0.0,1.0,20.0
4548,gene:Minc3s01098g20699,0.0,0.0,0.0,0.0
4549,gene:Minc3s01098g20700,0.0,1.0,0.0,5.0
4550,gene:Minc3s01098g20701,0.0,1.0,0.0,2.0
4551,gene:Minc3s01098g20702,0.0,0.0,0.0,0.0
4552,gene:Minc3s01098g20703,0.0,1.0,0.0,4.0
4553,gene:Minc3s01098g20704,0.0,2.0,0.0,28.0
4554,gene:Minc3s09143g42968,0.0,0.0,0.0,2.0
4555,gene:Minc3s09143g42969,0.0,0.0,0.0,0.0
4556,gene:Minc3s09143g42970,0.0,1.0,0.0,1.0
4557,gene:Minc3s00207g07557,0.0,0.0,0.0,0.0
4558,gene:Minc3s00207g07558,0.0,0.0,0.0,0.0
4559,gene:Minc3s00207g07559,0.0,0.0,2.0,1.0
4560,gene:Minc3s00207g07560,0.0,0.0,0.0,0.0
4561,gene:Minc3s00207g07561,0.0,0.0,0.0,0.0
4562,gene:Minc3s00207g07562,0.0,0.0,0.0,1.0
4563,gene:Minc3s00207g07563,0.0,0.0,0.0,0.0
4564,gene:Minc3s00207g07564,0.0,2.0,1.0,0.0
4565,gene:Minc3s00207g07565,1.0,0.0,0.0,5.0
4566,gene:Minc3s00207g07566,0.0,0.0,0.0,0.0
4567,gene:Minc3s00207g07567,0.0,0.0,0.0,0.0
4568,gene:Minc3s00207g07568,0.0,0.0,1.0,2.0
4569,gene:Minc3s00207g07569,0.0,2.0,1.0,6.0
4570,gene:Minc3s00207g07570,0.0,1.0,3.0,9.0
4571,gene:Minc3s00207g07571,0.0,0.0,1.0,12.0
4572,gene:Minc3s00207g07572,0.0,0.0,3.0,1.0
4573,gene:Minc3s00207g07573,0.0,4.0,0.0,0.0
4574,gene:Minc3s00207g07574,0.0,0.0,0.0,1.0
4575,gene:Minc3s00207g07575,0.0,1.0,3.0,10.0
4576,gene:Minc3s00207g07576,0.0,0.0,0.0,8.0
4577,gene:Minc3s00207g07577,0.0,1.0,0.0,0.0
4578,gene:Minc3s00207g07578,0.0,0.0,0.0,0.0
4579,gene:Minc3s01637g25260,0.0,0.0,0.0,0.0
4580,gene:Minc3s01637g25261,0.0,1.0,0.0,0.0
4581,gene:Minc3s01637g25262,0.0,0.0,1.0,12.0
4582,gene:Minc3s01637g25263,0.0,0.0,0.0,0.0
4583,gene:Minc3s01637g25264,0.0,0.0,0.0,0.0
4584,gene:Minc3s01637g25265,0.0,0.0,0.0,0.0
4585,gene:Minc3s01637g25266,0.0,0.0,0.0,0.0
4586,gene:Minc3s05178g37747,0.0,0.0,0.0,0.0
4587,gene:Minc3s10295g43964,0.0,0.0,0.0,0.0
4588,gene:Minc3s02507g30376,0.0,0.0,0.0,0.0
4589,gene:Minc3s02507g30377,0.0,0.0,0.0,5.0
4590,gene:Minc3s02507g30378,0.0,1.0,2.0,4.0
4591,gene:Minc3s02507g30379,0.0,0.0,0.0,0.0
4592,gene:Minc3s02507g30380,0.0,0.0,0.0,2.0
4593,gene:Minc3s06963g40546,0.0,0.0,0.0,0.0
4594,gene:Minc3s06963g40547,0.0,0.0,0.0,0.0
4595,gene:Minc3s00529g13787,0.0,0.0,0.0,0.0
4596,gene:Minc3s00529g13788,0.0,0.0,0.0,0.0
4597,gene:Minc3s00529g13789,0.0,0.0,0.0,0.0
4598,gene:Minc3s00529g13790,0.0,0.0,0.0,0.0
4599,gene:Minc3s00529g13791,2.0,0.0,2.0,1.0
4600,gene:Minc3s00529g13792,0.0,0.0,1.0,0.0
4601,gene:Minc3s00529g13793,0.0,1.0,0.0,4.0
4602,gene:Minc3s00529g13794,0.0,0.0,0.0,0.0
4603,gene:Minc3s00529g13795,0.0,0.0,0.0,0.0
4604,gene:Minc3s00529g13796,0.0,0.0,0.0,0.0
4605,gene:Minc3s02654g31065,0.0,0.0,0.0,0.0
4606,gene:Minc3s02654g31066,0.0,0.0,0.0,0.0
4607,gene:Minc3s02654g31067,0.0,0.0,0.0,0.0
4608,gene:Minc3s02654g31068,0.0,0.0,0.0,0.0
4609,gene:Minc3s08037g41828,0.0,0.0,0.0,1.0
4610,gene:Minc3s00282g09323,1.0,0.0,0.0,1.0
4611,gene:Minc3s00282g09324,0.0,0.0,0.0,0.0
4612,gene:Minc3s00282g09325,0.0,0.0,0.0,0.0
4613,gene:Minc3s00282g09326,0.0,0.0,0.0,0.0
4614,gene:Minc3s00282g09327,0.0,0.0,0.0,0.0
4615,gene:Minc3s00282g09328,0.0,0.0,0.0,0.0
4616,gene:Minc3s00282g09329,0.0,0.0,0.0,2.0
4617,gene:Minc3s00282g09330,0.0,0.0,0.0,0.0
4618,gene:Minc3s00282g09331,0.0,0.0,0.0,0.0
4619,gene:Minc3s00282g09332,0.0,0.0,0.0,0.0
4620,gene:Minc3s00282g09333,0.0,2.0,0.0,4.0
4621,gene:Minc3s00282g09334,0.0,0.0,0.0,0.0
4622,gene:Minc3s00282g09335,0.0,0.0,0.0,0.0
4623,gene:Minc3s00282g09336,0.0,0.0,0.0,0.0
4624,gene:Minc3s00282g09337,0.0,0.0,0.0,0.0
4625,gene:Minc3s00282g09338,0.0,0.0,0.0,0.0
4626,gene:Minc3s00282g09339,0.0,0.0,0.0,0.0
4627,gene:Minc3s00282g09340,0.0,0.0,0.0,0.0
4628,gene:Minc3s00282g09341,0.0,0.0,0.0,0.0
4629,gene:Minc3s00282g09342,0.0,0.0,0.0,0.0
4630,gene:Minc3s00282g09343,0.0,0.0,0.0,0.0
4631,gene:Minc3s00282g09344,0.0,0.0,0.0,0.0
4632,gene:Minc3s03295g33440,0.0,0.0,0.0,0.0
4633,gene:Minc3s03295g33441,0.0,0.0,3.0,1.0
4634,gene:Minc3s03295g33442,0.0,0.0,0.0,0.0
4635,gene:Minc3s03295g33443,0.0,0.0,0.0,0.0
4636,gene:Minc3s03295g33444,0.0,0.0,0.0,0.0
4637,gene:Minc3s03295g33445,0.0,0.0,0.0,0.0
4638,gene:Minc3s10346g44000,0.0,0.0,0.0,0.0
4639,gene:Minc3s10346g44001,0.0,0.0,0.0,0.0
4640,gene:Minc3s10346g44002,0.0,0.0,0.0,0.0
4641,gene:Minc3s10346g44003,0.0,0.0,0.0,0.0
4642,gene:Minc3s10346g44004,0.0,0.0,0.0,0.0
4643,gene:Minc3s10346g44005,0.0,0.0,0.0,0.0
4644,gene:Minc3s10346g44006,0.0,0.0,0.0,0.0
4645,gene:Minc3s10346g44007,0.0,0.0,0.0,0.0
4646,gene:Minc3s02068g28082,0.0,1.0,0.0,0.0
4647,gene:Minc3s02068g28083,0.0,0.0,0.0,0.0
4648,gene:Minc3s02068g28084,0.0,0.0,0.0,0.0
4649,gene:Minc3s02068g28085,0.0,0.0,0.0,0.0
4650,gene:Minc3s02068g28086,0.0,0.0,0.0,0.0
4651,gene:Minc3s02068g28087,0.0,0.0,0.0,0.0
4652,gene:Minc3s02068g28088,0.0,0.0,0.0,0.0
4653,gene:Minc3s02116g28385,0.0,0.0,0.0,0.0
4654,gene:Minc3s02116g28386,0.0,0.0,0.0,0.0
4655,gene:Minc3s02116g28387,0.0,0.0,0.0,2.0
4656,gene:Minc3s02116g28388,0.0,2.0,1.0,14.0
4657,gene:Minc3s02116g28389,0.0,0.0,1.0,0.0
4658,gene:Minc3s02116g28390,0.0,0.0,0.0,0.0
4659,gene:Minc3s02116g28391,0.0,0.0,0.0,4.0
4660,gene:Minc3s02807g31638,0.0,0.0,1.0,2.0
4661,gene:Minc3s02807g31639,1.0,0.0,1.0,16.0
4662,gene:Minc3s02807g31640,0.0,0.0,0.0,4.0
4663,gene:Minc3s07109g40726,0.0,0.0,0.0,0.0
4664,gene:Minc3s04331g36046,0.0,0.0,2.0,10.0
4665,gene:Minc3s04331g36047,0.0,0.0,0.0,0.0
4666,gene:Minc3s04331g36048,0.0,0.0,0.0,0.0
4667,gene:Minc3s02829g31712,0.0,0.0,0.0,0.0
4668,gene:Minc3s02829g31713,0.0,0.0,0.0,0.0
4669,gene:Minc3s02829g31714,0.0,0.0,0.0,0.0
4670,gene:Minc3s02829g31715,0.0,0.0,0.0,0.0
4671,gene:Minc3s02829g31716,0.0,0.0,0.0,0.0
4672,gene:Minc3s02829g31717,0.0,0.0,0.0,0.0
4673,gene:Minc3s07294g40955,0.0,0.0,0.0,0.0
4674,gene:Minc3s07294g40956,0.0,0.0,0.0,0.0
4675,gene:Minc3s07294g40957,0.0,0.0,0.0,0.0
4676,gene:Minc3s00641g15492,0.0,0.0,0.0,0.0
4677,gene:Minc3s00641g15493,0.0,0.0,0.0,10.0
4678,gene:Minc3s00641g15494,0.0,0.0,0.0,0.0
4679,gene:Minc3s00641g15495,0.0,0.0,0.0,2.0
4680,gene:Minc3s00641g15496,0.0,1.0,0.0,1.0
4681,gene:Minc3s00641g15497,0.0,1.0,0.0,1.0
4682,gene:Minc3s00641g15498,0.0,0.0,0.0,1.0
4683,gene:Minc3s00641g15499,0.0,1.0,0.0,11.0
4684,gene:Minc3s00641g15500,0.0,1.0,4.0,25.0
4685,gene:Minc3s00641g15501,0.0,4.0,0.0,5.0
4686,gene:Minc3s00641g15502,0.0,0.0,2.0,3.0
4687,gene:Minc3s00641g15503,0.0,0.0,0.0,0.0
4688,gene:Minc3s00641g15504,2.0,4.0,3.0,11.0
4689,gene:Minc3s00641g15505,0.0,1.0,0.0,3.0
4690,gene:Minc3s00641g15506,0.0,0.0,0.0,0.0
4691,gene:Minc3s00641g15507,0.0,0.0,0.0,0.0
4692,gene:Minc3s00641g15508,0.0,0.0,0.0,0.0
4693,gene:Minc3s00641g15509,0.0,0.0,0.0,0.0
4694,gene:Minc3s00641g15510,0.0,0.0,0.0,0.0
4695,gene:Minc3s04487g36389,0.0,0.0,0.0,0.0
4696,gene:Minc3s04487g36390,0.0,0.0,0.0,3.0
4697,gene:Minc3s04599g36627,0.0,0.0,0.0,0.0
4698,gene:Minc3s04599g36628,0.0,0.0,0.0,0.0
4699,gene:Minc3s11979g45275,0.0,0.0,0.0,0.0
4700,gene:Minc3s11979g45276,0.0,0.0,0.0,0.0
4701,gene:Minc3s02151g28567,0.0,0.0,0.0,1.0
4702,gene:Minc3s02151g28568,0.0,0.0,0.0,0.0
4703,gene:Minc3s02151g28569,0.0,0.0,0.0,0.0
4704,gene:Minc3s03615g34324,0.0,2.0,0.0,0.0
4705,gene:Minc3s03615g34325,0.0,0.0,0.0,0.0
4706,gene:Minc3s03615g34326,0.0,0.0,0.0,0.0
4707,gene:Minc3s03615g34327,0.0,3.0,0.0,0.0
4708,gene:Minc3s04393g36187,0.0,0.0,0.0,0.0
4709,gene:Minc3s04393g36188,0.0,0.0,0.0,1.0
4710,gene:Minc3s04393g36189,0.0,0.0,0.0,0.0
4711,gene:Minc3s01283g22446,0.0,0.0,0.0,0.0
4712,gene:Minc3s01283g22447,0.0,0.0,0.0,0.0
4713,gene:Minc3s01283g22448,0.0,0.0,0.0,2.0
4714,gene:Minc3s01283g22449,0.0,0.0,0.0,0.0
4715,gene:Minc3s01283g22450,0.0,0.0,0.0,0.0
4716,gene:Minc3s01283g22451,0.0,0.0,0.0,0.0
4717,gene:Minc3s01283g22452,0.0,0.0,0.0,0.0
4718,gene:Minc3s01283g22453,0.0,0.0,0.0,0.0
4719,gene:Minc3s01283g22454,0.0,0.0,0.0,0.0
4720,gene:Minc3s01283g22455,0.0,0.0,0.0,0.0
4721,gene:Minc3s02382g29768,0.0,0.0,0.0,0.0
4722,gene:Minc3s02382g29769,0.0,1.0,0.0,2.0
4723,gene:Minc3s02382g29770,0.0,0.0,0.0,3.0
4724,gene:Minc3s02382g29771,0.0,1.0,3.0,17.0
4725,gene:Minc3s02382g29772,0.0,2.0,0.0,0.0
4726,gene:Minc3s02382g29773,0.0,1.0,1.0,3.0
4727,gene:Minc3s02382g29774,0.0,0.0,0.0,1.0
4728,gene:Minc3s11758g45128,0.0,0.0,0.0,0.0
4729,gene:Minc3s11758g45129,0.0,0.0,0.0,0.0
4730,gene:Minc3s09414g43180,0.0,0.0,0.0,0.0
4731,gene:Minc3s04055g35361,0.0,0.0,0.0,2.0
4732,gene:Minc3s04055g35362,0.0,1.0,0.0,0.0
4733,gene:Minc3s04055g35363,0.0,0.0,0.0,0.0
4734,gene:Minc3s04055g35364,0.0,0.0,0.0,0.0
4735,gene:Minc3s01104g20755,0.0,0.0,0.0,0.0
4736,gene:Minc3s01104g20756,0.0,1.0,0.0,8.0
4737,gene:Minc3s01104g20757,0.0,0.0,0.0,0.0
4738,gene:Minc3s01104g20758,0.0,0.0,0.0,0.0
4739,gene:Minc3s01104g20759,0.0,0.0,0.0,0.0
4740,gene:Minc3s01104g20760,0.0,1.0,0.0,0.0
4741,gene:Minc3s01104g20761,0.0,10.0,2.0,9.0
4742,gene:Minc3s01104g20762,0.0,0.0,2.0,0.0
4743,gene:Minc3s01104g20763,0.0,0.0,0.0,1.0
4744,gene:Minc3s01104g20764,0.0,0.0,0.0,0.0
4745,gene:Minc3s01104g20765,0.0,0.0,0.0,0.0
4746,gene:Minc3s01104g20766,0.0,0.0,0.0,0.0
4747,gene:Minc3s01104g20767,0.0,0.0,0.0,0.0
4748,gene:Minc3s05600g38502,0.0,0.0,0.0,0.0
4749,gene:Minc3s05600g38503,0.0,0.0,0.0,0.0
4750,gene:Minc3s06664g40140,0.0,0.0,0.0,0.0
4751,gene:Minc3s06664g40141,0.0,0.0,0.0,0.0
4752,gene:Minc3s09724g43482,0.0,0.0,0.0,0.0
4753,gene:Minc3s04286g35936,0.0,0.0,0.0,0.0
4754,gene:Minc3s04286g35937,0.0,0.0,0.0,0.0
4755,gene:Minc3s04286g35938,0.0,1.0,1.0,1.0
4756,gene:Minc3s02235g29011,0.0,0.0,0.0,0.0
4757,gene:Minc3s02235g29012,1.0,0.0,0.0,0.0
4758,gene:Minc3s02235g29013,0.0,2.0,2.0,4.0
4759,gene:Minc3s08637g42453,0.0,0.0,0.0,0.0
4760,gene:Minc3s00903g18696,0.0,0.0,0.0,0.0
4761,gene:Minc3s00903g18697,0.0,0.0,0.0,0.0
4762,gene:Minc3s00903g18698,0.0,0.0,0.0,1.0
4763,gene:Minc3s00903g18699,0.0,0.0,0.0,1.0
4764,gene:Minc3s00903g18700,0.0,0.0,0.0,0.0
4765,gene:Minc3s00903g18701,0.0,0.0,1.0,0.0
4766,gene:Minc3s00903g18702,0.0,0.0,0.0,0.0
4767,gene:Minc3s00903g18703,0.0,1.0,1.0,5.0
4768,gene:Minc3s00903g18704,0.0,0.0,1.0,12.0
4769,gene:Minc3s00903g18705,0.0,0.0,0.0,0.0
4770,gene:Minc3s00903g18706,0.0,0.0,0.0,0.0
4771,gene:Minc3s00903g18707,0.0,0.0,0.0,0.0
4772,gene:Minc3s00903g18708,1.0,0.0,1.0,0.0
4773,gene:Minc3s00903g18709,0.0,0.0,0.0,0.0
4774,gene:Minc3s08452g42268,0.0,1.0,1.0,0.0
4775,gene:Minc3s01278g22398,0.0,5.0,7.0,22.0
4776,gene:Minc3s01278g22399,0.0,1.0,5.0,4.0
4777,gene:Minc3s01278g22400,0.0,0.0,0.0,2.0
4778,gene:Minc3s01278g22401,0.0,0.0,0.0,0.0
4779,gene:Minc3s01278g22402,0.0,0.0,0.0,0.0
4780,gene:Minc3s01278g22403,0.0,2.0,0.0,1.0
4781,gene:Minc3s01278g22404,0.0,0.0,0.0,2.0
4782,gene:Minc3s01278g22405,0.0,0.0,0.0,7.0
4783,gene:Minc3s01278g22406,2.0,2.0,1.0,5.0
4784,gene:Minc3s01278g22407,0.0,1.0,0.0,1.0
4785,gene:Minc3s01278g22408,0.0,0.0,0.0,0.0
4786,gene:Minc3s01278g22409,0.0,0.0,0.0,0.0
4787,gene:Minc3s00117g05074,0.0,0.0,1.0,0.0
4788,gene:Minc3s00117g05075,0.0,1.0,0.0,1.0
4789,gene:Minc3s00117g05076,0.0,1.0,2.0,0.0
4790,gene:Minc3s00117g05077,0.0,0.0,0.0,0.0
4791,gene:Minc3s00117g05078,0.0,0.0,0.0,0.0
4792,gene:Minc3s00117g05079,0.0,0.0,2.0,5.0
4793,gene:Minc3s00117g05080,0.0,0.0,0.0,0.0
4794,gene:Minc3s00117g05081,0.0,0.0,1.0,0.0
4795,gene:Minc3s00117g05082,0.0,0.0,0.0,0.0
4796,gene:Minc3s00117g05083,0.0,0.0,0.0,0.0
4797,gene:Minc3s00117g05084,0.0,0.0,0.0,0.0
4798,gene:Minc3s00117g05085,0.0,0.0,0.0,0.0
4799,gene:Minc3s04208g35741,0.0,0.0,0.0,0.0
4800,gene:Minc3s04208g35742,0.0,0.0,0.0,1.0
4801,gene:Minc3s04208g35743,0.0,0.0,0.0,0.0
4802,gene:Minc3s04208g35744,0.0,0.0,0.0,0.0
4803,gene:Minc3s04208g35745,0.0,0.0,0.0,2.0
4804,gene:Minc3s09837g43578,0.0,0.0,0.0,0.0
4805,gene:Minc3s03269g33346,0.0,0.0,0.0,0.0
4806,gene:Minc3s03269g33347,0.0,0.0,0.0,0.0
4807,gene:Minc3s03269g33348,0.0,0.0,0.0,0.0
4808,gene:Minc3s03269g33349,0.0,0.0,0.0,0.0
4809,gene:Minc3s06327g39667,0.0,1.0,0.0,4.0
4810,gene:Minc3s06327g39668,0.0,2.0,0.0,0.0
4811,gene:Minc3s10080g43785,0.0,0.0,0.0,0.0
4812,gene:Minc3s01221g21830,0.0,0.0,0.0,0.0
4813,gene:Minc3s01221g21831,0.0,0.0,0.0,0.0
4814,gene:Minc3s01221g21832,0.0,0.0,0.0,0.0
4815,gene:Minc3s01221g21833,0.0,0.0,0.0,0.0
4816,gene:Minc3s01221g21834,0.0,0.0,0.0,0.0
4817,gene:Minc3s01221g21835,0.0,0.0,0.0,0.0
4818,gene:Minc3s09934g43655,0.0,0.0,0.0,0.0
4819,gene:Minc3s02490g30297,1.0,0.0,6.0,8.0
4820,gene:Minc3s02490g30298,0.0,0.0,0.0,0.0
4821,gene:Minc3s02490g30299,0.0,0.0,1.0,3.0
4822,gene:Minc3s02490g30300,0.0,0.0,1.0,0.0
4823,gene:Minc3s02490g30301,0.0,0.0,0.0,0.0
4824,gene:Minc3s00822g17753,0.0,0.0,0.0,0.0
4825,gene:Minc3s00822g17754,0.0,0.0,0.0,0.0
4826,gene:Minc3s00822g17755,0.0,0.0,0.0,4.0
4827,gene:Minc3s00822g17756,0.0,0.0,1.0,0.0
4828,gene:Minc3s00822g17757,0.0,1.0,0.0,3.0
4829,gene:Minc3s00822g17758,0.0,0.0,0.0,0.0
4830,gene:Minc3s00822g17759,2.0,6.0,7.0,44.0
4831,gene:Minc3s00822g17760,0.0,0.0,0.0,6.0
4832,gene:Minc3s00822g17761,0.0,0.0,4.0,2.0
4833,gene:Minc3s00822g17762,0.0,0.0,0.0,0.0
4834,gene:Minc3s00822g17763,0.0,0.0,0.0,13.0
4835,gene:Minc3s00822g17764,0.0,0.0,0.0,0.0
4836,gene:Minc3s00822g17765,0.0,2.0,14.0,28.0
4837,gene:Minc3s00822g17766,0.0,0.0,0.0,0.0
4838,gene:Minc3s00822g17767,0.0,2.0,0.0,2.0
4839,gene:Minc3s00822g17768,0.0,1.0,2.0,2.0
4840,gene:Minc3s00822g17769,0.0,0.0,0.0,1.0
4841,gene:Minc3s00822g17770,0.0,3.0,5.0,2.0
4842,gene:Minc3s00822g17771,0.0,2.0,2.0,0.0
4843,gene:Minc3s07909g41678,0.0,0.0,0.0,0.0
4844,gene:Minc3s02996g32361,0.0,0.0,0.0,0.0
4845,gene:Minc3s02996g32360,0.0,0.0,0.0,0.0
4846,gene:Minc3s02996g32362,0.0,0.0,0.0,0.0
4847,gene:Minc3s02996g32363,0.0,0.0,0.0,0.0
4848,gene:Minc3s02996g32364,0.0,0.0,0.0,0.0
4849,gene:Minc3s02996g32365,0.0,0.0,0.0,0.0
4850,gene:Minc3s02996g32366,0.0,4.0,3.0,3.0
4851,gene:Minc3s04710g36853,0.0,0.0,0.0,0.0
4852,gene:Minc3s04710g36854,0.0,0.0,0.0,0.0
4853,gene:Minc3s01649g25334,0.0,0.0,0.0,1.0
4854,gene:Minc3s01649g25335,0.0,0.0,0.0,3.0
4855,gene:Minc3s01649g25336,0.0,1.0,3.0,1.0
4856,gene:Minc3s01649g25337,0.0,0.0,0.0,5.0
4857,gene:Minc3s01649g25338,0.0,0.0,0.0,0.0
4858,gene:Minc3s01649g25339,0.0,0.0,0.0,0.0
4859,gene:Minc3s01649g25340,2.0,2.0,3.0,9.0
4860,gene:Minc3s01649g25341,0.0,0.0,0.0,2.0
4861,gene:Minc3s01649g25342,0.0,0.0,0.0,0.0
4862,gene:Minc3s01649g25343,0.0,0.0,0.0,4.0
4863,gene:Minc3s01649g25344,0.0,3.0,3.0,6.0
4864,gene:Minc3s01649g25345,0.0,0.0,0.0,0.0
4865,gene:Minc3s01649g25346,0.0,0.0,0.0,0.0
4866,gene:Minc3s04203g35728,0.0,0.0,0.0,0.0
4867,gene:Minc3s04203g35729,0.0,0.0,0.0,0.0
4868,gene:Minc3s04203g35730,0.0,0.0,0.0,0.0
4869,gene:Minc3s01853g26770,0.0,0.0,0.0,0.0
4870,gene:Minc3s01853g26771,0.0,0.0,0.0,0.0
4871,gene:Minc3s01853g26772,0.0,0.0,0.0,0.0
4872,gene:Minc3s01853g26773,0.0,0.0,0.0,1.0
4873,gene:Minc3s01853g26774,0.0,0.0,0.0,0.0
4874,gene:Minc3s01853g26775,0.0,1.0,1.0,3.0
4875,gene:Minc3s01853g26776,0.0,1.0,0.0,0.0
4876,gene:Minc3s01853g26777,0.0,0.0,0.0,1.0
4877,gene:Minc3s08720g42533,0.0,0.0,0.0,0.0
4878,gene:Minc3s08720g42534,0.0,0.0,0.0,0.0
4879,gene:Minc3s00283g09345,1.0,2.0,2.0,16.0
4880,gene:Minc3s00283g09346,0.0,1.0,0.0,0.0
4881,gene:Minc3s00283g09347,0.0,0.0,2.0,20.0
4882,gene:Minc3s00283g09348,0.0,0.0,0.0,1.0
4883,gene:Minc3s00283g09349,0.0,0.0,0.0,6.0
4884,gene:Minc3s00283g09350,0.0,1.0,0.0,12.0
4885,gene:Minc3s00283g09351,0.0,0.0,0.0,3.0
4886,gene:Minc3s00283g09352,0.0,0.0,3.0,6.0
4887,gene:Minc3s00283g09353,0.0,0.0,2.0,2.0
4888,gene:Minc3s00283g09354,0.0,0.0,0.0,0.0
4889,gene:Minc3s00283g09355,0.0,1.0,1.0,6.0
4890,gene:Minc3s00283g09356,0.0,0.0,3.0,7.0
4891,gene:Minc3s00283g09357,0.0,0.0,2.0,5.0
